cell_id,donor,cell_type,species,batch_nn,dataset,leiden
human3_lib2.final_cell_0049,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0050,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0051,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0052,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0053,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0054,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0055,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0056,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0057,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0058,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0059,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0060,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0061,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0062,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0063,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0064,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0065,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0066,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0067,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0068,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0069,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0070,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0071,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0072,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0073,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0074,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0075,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0076,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0077,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0078,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0079,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0080,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0081,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0082,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0083,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0084,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0085,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0086,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0087,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0088,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0089,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0090,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0091,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0092,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0093,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0094,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0095,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0096,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0097,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0098,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0099,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0100,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0101,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0102,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0103,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0104,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0105,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0106,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0107,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0108,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0109,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0110,human3,acinar,human,human3,inDrop,11
human3_lib2.final_cell_0111,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0112,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0113,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0114,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0115,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0116,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0117,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0118,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0119,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0120,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0121,human3,gamma,human,human3,inDrop,10
human3_lib2.final_cell_0122,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0123,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0124,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0125,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0126,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0127,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0128,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0129,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0130,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0131,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0132,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0133,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0134,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0135,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0136,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0137,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0138,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0139,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0140,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0141,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0142,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0143,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0144,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0145,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0146,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0147,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0148,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0149,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0150,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0151,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0152,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0153,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0154,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0155,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0156,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0157,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0158,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0159,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0160,human3,acinar,human,human3,inDrop,15
human3_lib2.final_cell_0161,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0162,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0163,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0164,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0165,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0166,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0167,human3,gamma,human,human3,inDrop,10
human3_lib2.final_cell_0168,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0169,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0170,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0171,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0172,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0173,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0174,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0175,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0176,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0177,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0178,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0179,human3,gamma,human,human3,inDrop,10
human3_lib2.final_cell_0180,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0181,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0182,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0183,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0184,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0185,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0186,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0187,human3,ductal,human,human3,inDrop,2
human3_lib2.final_cell_0188,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0189,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0190,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0191,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0192,human3,beta,human,human3,inDrop,12
human3_lib2.final_cell_0193,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0194,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0195,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0196,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0197,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0198,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0199,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0200,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0201,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0202,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0203,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0204,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0205,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0206,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0207,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0208,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0209,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0210,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0211,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0212,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0213,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0214,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0215,human3,gamma,human,human3,inDrop,10
human3_lib2.final_cell_0216,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0217,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0218,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0219,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0220,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0221,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0222,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0223,human3,delta,human,human3,inDrop,2
human3_lib2.final_cell_0224,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0225,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0226,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0227,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0228,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0229,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0230,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0231,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0232,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0233,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0234,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0235,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0236,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0237,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0238,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0239,human3,stellate,human,human3,inDrop,11
human3_lib2.final_cell_0240,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0241,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0242,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0243,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0244,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0245,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0246,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0247,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0248,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0249,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0250,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0251,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0252,human3,stellate,human,human3,inDrop,11
human3_lib2.final_cell_0253,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0254,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0255,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0256,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0257,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0258,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0259,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0260,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0261,human3,beta,human,human3,inDrop,12
human3_lib2.final_cell_0262,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0263,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0264,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0265,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0266,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0267,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0268,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0269,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0270,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0271,human3,stellate,human,human3,inDrop,11
human3_lib2.final_cell_0272,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0273,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0274,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0275,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0276,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0277,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0278,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0279,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0280,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0281,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0282,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0283,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0284,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0285,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0286,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0287,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0288,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0289,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0290,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0291,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0292,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0293,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0294,human3,stellate,human,human3,inDrop,11
human3_lib2.final_cell_0295,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0296,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0297,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0298,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0299,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0300,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0301,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0302,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0303,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0304,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0305,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0306,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0307,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0308,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0309,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0310,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0311,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0312,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0313,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0314,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0315,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0316,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0317,human3,delta,human,human3,inDrop,5
human3_lib2.final_cell_0318,human3,alpha,human,human3,inDrop,0
human3_lib2.final_cell_0319,human3,ductal,human,human3,inDrop,15
human3_lib2.final_cell_0320,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0321,human3,alpha,human,human3,inDrop,6
human3_lib2.final_cell_0322,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0323,human3,ductal,human,human3,inDrop,15
human3_lib2.final_cell_0324,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0325,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0326,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0327,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0328,human3,alpha,human,human3,inDrop,7
human3_lib2.final_cell_0329,human3,alpha,human,human3,inDrop,4
human3_lib2.final_cell_0330,human3,alpha,human,human3,inDrop,9
human3_lib2.final_cell_0331,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0332,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0333,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0334,human3,acinar,human,human3,inDrop,2
human3_lib2.final_cell_0335,human3,beta,human,human3,inDrop,0
human3_lib2.final_cell_0336,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0337,human3,alpha,human,human3,inDrop,12
human3_lib2.final_cell_0338,human3,alpha,human,human3,inDrop,8
human3_lib2.final_cell_0339,human3,beta,human,human3,inDrop,3
human3_lib2.final_cell_0340,human3,ductal,human,human3,inDrop,1
human3_lib2.final_cell_0341,human3,ductal,human,human3,inDrop,0
human3_lib2.final_cell_0342,human3,beta,human,human3,inDrop,0
